15.0	5.0	0.0	50.0	5.0	0.0
25.0	0.0	15.0	45.0	0.0	0.0
5.0	15.0	0.0	65.0	0.0	0.0
15.0	5.0	10.0	40.0	5.0	0.0
20.0	25.0	5.0	40.0	0.0	0.0
15.0	5.0	5.0	40.0	0.0	1.0
10.0	10.0	10.0	20.0	5.0	0.0
20.0	10.0	10.0	30.0	0.0	0.0
10.0	5.0	15.0	25.0	5.0	0.0
15.0	5.0	5.0	55.0	0.0	0.0
10.0	10.0	5.0	45.0	10.0	0.0
5.0	15.0	10.0	15.0	0.0	0.0
5.0	10.0	10.0	20.0	0.0	0.0
10.0	5.0	10.0	50.0	10.0	0.0
5.0	10.0	15.0	35.0	0.0	0.0
15.0	10.0	15.0	20.0	5.0	0.0
5.0	0.0	0.0	45.0	0.0	0.0
30.0	5.0	20.0	30.0	0.0	2.0
15.0	15.0	10.0	35.0	0.0	0.0
15.0	20.0	15.0	50.0	0.0	0.0
0.0	15.0	10.0	55.0	5.0	0.0
0.0	5.0	5.0	15.0	5.0	0.0
0.0	10.0	5.0	50.0	0.0	0.0
10.0	20.0	15.0	35.0	10.0	0.0
0.0	10.0	0.0	65.0	10.0	0.0
10.0	5.0	5.0	55.0	15.0	1.0
10.0	5.0	0.0	40.0	0.0	0.0
5.0	5.0	5.0	55.0	0.0	0.0
5.0	20.0	10.0	45.0	0.0	0.0
5.0	10.0	5.0	55.0	10.0	0.0
10.0	10.0	5.0	50.0	15.0	0.0
25.0	5.0	10.0	35.0	5.0	0.0
20.0	10.0	15.0	40.0	0.0	0.0
15.0	10.0	0.0	40.0	5.0	0.0
10.0	5.0	5.0	10.0	5.0	0.0
20.0	5.0	15.0	35.0	5.0	0.0
5.0	5.0	0.0	30.0	5.0	0.0
5.0	0.0	0.0	50.0	15.0	0.0
15.0	5.0	5.0	50.0	0.0	0.0
5.0	10.0	0.0	35.0	5.0	1.0
0.0	25.0	5.0	55.0	25.0	0.0
0.0	5.0	10.0	30.0	0.0	0.0
0.0	10.0	10.0	45.0	10.0	1.0
5.0	10.0	5.0	45.0	0.0	0.0
0.0	5.0	0.0	50.0	10.0	0.0
0.0	25.0	0.0	45.0	0.0	0.0
5.0	0.0	0.0	45.0	10.0	0.0
0.0	10.0	5.0	60.0	10.0	0.0
0.0	0.0	5.0	55.0	5.0	0.0
5.0	5.0	10.0	45.0	0.0	0.0
0.0	5.0	0.0	25.0	0.0	0.0
0.0	20.0	0.0	85.0	15.0	0.0
0.0	15.0	0.0	45.0	5.0	1.0
10.0	10.0	0.0	55.0	0.0	0.0
0.0	5.0	5.0	30.0	0.0	0.0
0.0	15.0	5.0	25.0	5.0	0.0
0.0	10.0	5.0	45.0	5.0	0.0
10.0	10.0	0.0	45.0	0.0	0.0
0.0	10.0	0.0	10.0	0.0	1.0
5.0	10.0	0.0	55.0	5.0	0.0
15.0	5.0	5.0	45.0	5.0	0.0
0.0	5.0	0.0	45.0	0.0	0.0
10.0	10.0	10.0	40.0	10.0	0.0
0.0	5.0	0.0	65.0	20.0	0.0
0.0	15.0	0.0	40.0	0.0	0.0
0.0	0.0	0.0	35.0	0.0	2.0
0.0	10.0	0.0	45.0	5.0	0.0
5.0	10.0	10.0	55.0	10.0	0.0
5.0	25.0	5.0	35.0	10.0	0.0
0.0	10.0	5.0	45.0	5.0	1.0
5.0	15.0	0.0	65.0	10.0	0.0
0.0	15.0	0.0	45.0	20.0	0.0
10.0	0.0	10.0	45.0	5.0	1.0
0.0	15.0	5.0	40.0	10.0	0.0
0.0	15.0	5.0	45.0	0.0	0.0
15.0	5.0	5.0	45.0	10.0	0.0
0.0	20.0	5.0	80.0	15.0	0.0
0.0	15.0	0.0	85.0	75.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
0.0	0.0	0.0	100.0	100.0	0.0
5.0	20.0	10.0	60.0	5.0	0.0
0.0	15.0	0.0	65.0	5.0	0.0
0.0	0.0	5.0	45.0	5.0	0.0
10.0	25.0	10.0	35.0	0.0	1.0
0.0	15.0	5.0	65.0	0.0	0.0
15.0	0.0	10.0	25.0	0.0	0.0
0.0	5.0	5.0	40.0	0.0	1.0
5.0	5.0	0.0	35.0	0.0	0.0
5.0	0.0	0.0	45.0	0.0	0.0
5.0	0.0	5.0	30.0	0.0	0.0
5.0	10.0	0.0	30.0	0.0	0.0
0.0	5.0	0.0	45.0	0.0	0.0
10.0	5.0	0.0	55.0	0.0	1.0
0.0	10.0	0.0	50.0	0.0	0.0
10.0	0.0	15.0	25.0	0.0	1.0
15.0	5.0	10.0	30.0	0.0	0.0
5.0	0.0	5.0	40.0	5.0	0.0
5.0	0.0	5.0	30.0	0.0	1.0
10.0	0.0	0.0	35.0	0.0	1.0
15.0	10.0	0.0	40.0	0.0	0.0
5.0	15.0	5.0	30.0	10.0	0.0
10.0	0.0	5.0	55.0	0.0	0.0
5.0	5.0	5.0	55.0	10.0	0.0
0.0	0.0	0.0	55.0	5.0	0.0
5.0	5.0	0.0	50.0	0.0	2.0
