2.35	2.46	2.26	
2.29	2.52	2.34	
2.26	2.49	2.28	
2.34	2.29	2.43	
2.33	2.28	2.52	
2.21	2.31	2.16	
2.14	2.25	2.36	
2.24	2.33	2.69	
2.34	2.21	2.39	
2.35	2.27	2.31	
2.25	2.22	2.18	
2.29	2.25	2.36	
2.29	2.18	2.42	
2.37	2.25	2.12	
2.44	2.15	2.11	
2.3	2.22	2.19	
2.24	2.24	2.06	
2.27	2.01	2.22	
2.37	2.27	2.37	
2.54	2.3	2.52	
2.33	2.41	2.46	
2.28	2.45	2.59	
2.34	2.39	2.61	
2.36	2.31	3.0	
2.41	2.13	3.0	
2.27	2.36	3.0	
2.34	2.26	3.0	
2.22	2.36	3.0	
2.31	2.36	3.0	
2.39	2.18	3.0	
2.33	2.24	3.0	
2.27	2.15	3.0	
2.29	2.18	3.0	
2.32	2.22	3.0	
2.28	2.13	3.0	
2.29	2.13	3.0	
2.29	2.06	3.0	
2.33	2.26	3.0	
2.36	2.33	3.0	
2.35	2.19	3.0	
2.43	2.23	3.0	
2.25	2.13	3.0	
2.25	2.06	3.0	
2.36	2.12	3.0	
2.25	2.15	3.0	
2.39	2.14	3.0	
2.51	2.27	3.0	
2.29	2.26	3.0	
2.36	2.5	3.0	
2.27	2.41	3.0	
2.26	2.41	3.0	
2.52	2.41	3.0	
2.29	2.41	3.0	
2.35	2.32	3.0	
2.18	2.33	3.0	
2.26	2.21	3.0	
2.34	2.3	3.0	
2.3	2.29	3.0	
2.27	2.35	3.0	
2.41	2.33	3.0	
2.58	2.44	3.0	
2.39	2.33	3.0	
2.2	2.36	3.0	
2.41	2.42	3.0	
2.33	2.33	3.0	
2.37	2.5	3.0	
2.46	2.57	3.0	
2.3	2.4	3.0	
2.37	2.33	3.0	
2.37	2.47	3.0	
2.3	2.48	3.0	
2.28	2.47	3.0	
2.48	2.53	3.0	
2.34	2.67	3.0	
2.32	2.7	3.0	
2.44	2.35	3.0	
2.43	2.89	3.0	
2.92	2.96	3.0	
2.99	2.94	3.0	
3.0	2.89	3.0	
3.0	2.82	3.0	
3.0	2.93	3.0	
3.0	2.93	3.0	
3.0	2.96	3.0	
3.0	2.94	3.0	
3.0	2.97	3.0	
3.0	2.97	3.0	
3.0	2.96	3.0	
3.0	2.96	3.0	
3.0	2.94	3.0	
3.0	2.94	3.0	
3.0	2.88	3.0	
3.0	2.87	3.0	
3.0	2.98	3.0	
3.0	2.96	3.0	
3.0	2.95	3.0	
3.0	2.97	3.0	
3.0	3.0	3.0	
3.0	2.98	3.0	
3.0	2.96	3.0	
