2.18	2.33	2.23	
2.25	2.26	2.22	
2.28	2.31	2.43	
2.34	2.18	2.43	
2.15	2.22	2.61	
2.43	2.11	2.38	
2.33	2.1	2.58	
2.22	2.14	2.32	
2.08	2.29	2.26	
2.17	2.25	2.07	
1.98	2.3	2.2	
2.11	2.33	2.26	
2.29	2.39	2.38	
2.23	2.27	2.46	
2.22	2.39	2.55	
1.92	2.42	2.44	
1.91	2.15	2.65	
1.88	2.25	2.95	
1.88	2.19	3.0	
2.1	2.35	3.0	
2.69	2.25	3.0	
2.83	2.44	3.0	
2.81	2.52	3.0	
2.53	2.31	3.0	
2.78	2.33	3.0	
2.93	2.13	3.0	
2.88	2.27	3.0	
2.8	2.35	3.0	
2.85	2.2	3.0	
2.97	2.33	3.0	
2.97	2.42	3.0	
2.97	2.36	3.0	
3.0	2.42	3.0	
3.0	2.5	3.0	
3.0	2.5	3.0	
3.0	2.46	3.0	
3.0	2.52	3.0	
3.0	2.32	3.0	
3.0	2.26	3.0	
3.0	2.3	3.0	
3.0	2.42	3.0	
3.0	2.43	3.0	
3.0	2.54	3.0	
3.0	2.53	3.0	
3.0	2.51	3.0	
3.0	2.62	3.0	
3.0	2.86	3.0	
3.0	2.87	3.0	
3.0	2.63	3.0	
3.0	2.58	3.0	
3.0	2.21	3.0	
3.0	2.42	3.0	
3.0	2.44	3.0	
3.0	2.46	3.0	
3.0	2.48	3.0	
3.0	2.46	3.0	
3.0	2.78	3.0	
3.0	2.86	3.0	
3.0	2.91	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
3.0	3.0	3.0	
